Hours_Studied,Exam_Score
8.116262258099887,72.29009116938522
19.063571821788408,134.69871330502147
14.907884894416696,109.29154366301373
12.374511199743695,88.98803772040645
3.964354168406294,45.32969748528968
3.96389588638785,52.27907528947178
2.1035886311957896,33.916777120875736
17.457346769723767,126.4440276778906
12.421185223120967,98.00312671921127
14.453378978124864,99.9210166301008
1.3911053916202465,28.389854312646843
19.428287191077892,133.9107978262165
16.816410175208013,113.50935164977697
5.034443102887247,61.36129707430354
4.4546743769349115,44.30123359070272
4.484685687215243,49.42655332130735
6.780602616231217,63.929231579747004
10.97037220101252,85.0867639738863
9.206955354200199,73.78444941360478
6.533353663762797,65.78101798055148
12.62520499972521,87.78792285171308
3.6503833523887947,47.54001933683751
6.550748322169145,63.35521976940522
7.960875022580142,72.37656928319446
9.665329700123683,81.88472289106286
15.918343266467259,103.96850587314694
4.793801861008835,46.29843845136607
10.770454329858621,90.24065575878565
12.255876808378806,92.94095410179199
1.8825578416799567,35.67035652561702
12.54335218612733,100.47252080824926
4.239958350058539,51.77816492175699
2.235980266720311,47.076387253920686
19.02882520781333,125.4817184461172
19.347008628416628,137.03878276649309
16.35954961421276,120.57445228327983
6.787661614294043,62.69348732907485
2.8557701661212933,49.136705585378245
14.00042750373098,103.22901726658064
9.362897381052425,83.65764469292387
3.3187264620507975,41.76901500735347
10.408361292114133,85.47206376056286
1.6533819011891495,43.559031940193684
18.27708763949686,112.59174076536871
5.916819650400321,53.667805688672736
13.587923402725657,87.74345612482779
6.9225104456988085,63.26551805627125
10.881292402378406,87.99417329087184
11.387495307522313,94.4492617980917
4.512234654985013,52.93164717702394
19.422107927526614,135.25361736548953
15.727523643861176,101.73711092823142
18.850479889719594,115.73548725182219
18.001719658125328,119.73085979614355
12.360099597410617,93.72082523174963
18.51561046543922,122.41457858672564
2.6813575389864703,33.069577194732965
4.723674385963759,53.17277173225485
1.8593184893002233,32.77424494397685
7.181276284502022,69.2547441666603
8.384868504100158,73.75733375098503
6.155631603704022,56.07875908688334
16.746012673886657,111.16072878274981
7.778313207178196,63.59549842644622
6.337755684060235,61.37538293393532
11.31122558000672,91.3318395025398
3.6775602745204905,43.45917114092474
16.241742634326755,113.728945749223
2.4164622299156457,39.431023057716025
19.75085179540983,124.78989481573743
15.67265061663649,107.82810128340967
4.775597949149276,48.701778133649505
1.1049202253484456,32.75635460000632
16.49376714064185,106.479446240265
14.430289533104725,111.97507333010557
14.851136192778759,104.43199872375244
15.65413658703297,104.77205539520192
2.4068483829477167,43.10414146840969
7.81084884234118,68.49260396325175
3.2015121309774646,44.90271265722121
17.398965091636278,120.06565895839852
12.8426644097236,98.00086059885452
7.2870624722003345,63.78280662294904
2.207608655434449,38.15895207394884
6.908664112597582,63.16806207722968
7.178483118508193,54.38280976886305
14.862517388423218,96.73663163112332
13.11359195574905,102.40233111596787
17.857042108950203,127.51004911225743
9.972083578077036,78.61523769260329
3.272290672827732,49.24423817941749
14.551650957236905,104.3145055589022
15.454915923721051,122.66898366088145
11.664266753820428,93.91920832627503
15.648376419136659,107.60229413827946
10.382116330923424,77.132879451615
10.931923758257888,76.62738719000157
9.123279348812442,76.63371492339833
1.4829634081378087,33.63306331426753
3.049937112872785,38.13841701637555
1.5971545280479509,34.75290821902712
13.091797814011828,90.05124905198717
6.972763640450207,73.29952637761386
10.662843132129353,87.72241444539402
18.243763004595767,121.17895181639574
5.736552353828624,66.08248246359325
8.797275537676965,74.37321922662292
15.355471632317926,102.47093715494832
5.347165144340827,64.35144610805241
2.462618286747067,45.00764165215863
6.505277605361592,57.34015725517568
4.0632044578260835,49.36432889871237
18.66425539450889,118.94318570562065
16.35428721172392,104.85743740379792
13.034671373698046,99.80424460614844
17.557751213566636,127.33583927018383
16.269769461083175,104.35600943632016
4.544831118834681,55.53900177762626
17.95862097130958,116.53989201093876
11.247502596397364,83.80188606316335
16.341362948117187,108.7448451193916
18.025734698546373,115.80871964433278
7.042066024465414,65.4529382620512
3.090986566025858,41.30018224807411
5.330768088296892,58.006124570383655
9.11504798389887,75.32404937224867
16.54228055252737,111.5166625283048
17.353881081870526,112.23158709914463
1.1320904800926233,32.77659574762145
10.704198748973749,87.29794987399752
8.930809059826801,77.1586312372559
5.220048398943875,51.21246577072661
3.277441979339973,46.883871423845996
7.414688256668931,70.8303769002036
18.915284374337865,116.22939546608247
7.14085570839435,68.42107950387143
10.857021813123955,80.97199027089054
14.35736021900838,104.6397944380077
7.908962445206585,65.72851644332033
